Outlet_ID,legacy_education_1km,legacy_education_3km,decay_education,legacy_health_1km,legacy_health_3km,decay_health,legacy_transport_1km,legacy_transport_3km,decay_transport,legacy_market_1km,legacy_market_3km,decay_market,legacy_tourism_1km,legacy_tourism_3km,decay_tourism,legacy_food_1km,legacy_food_3km,decay_food,legacy_worship_1km,legacy_worship_3km,decay_worship,competitors_1km,decay_total
OUT_11797,0,8,0.4371,0,3,0.1953,2,5,0.1627,1,1,0.1381,0,2,0.0416,0,4,0.009,2,11,2.1266,2,3.1104
OUT_11798,0,1,0.0255,0,1,0.0297,0,1,0.0006,0,1,0.0151,0,1,0.0059,0,3,0.0021,0,7,0.2565,3,0.3354
OUT_11799,1,4,0.4799,0,0,0.0,0,4,0.0082,0,1,0.0077,0,3,0.0711,0,6,0.0384,2,15,1.4056,5,2.011
OUT_11800,0,11,0.4815,0,1,0.0167,2,7,0.3311,0,1,0.0095,0,0,0.0009,0,2,0.0046,2,9,1.123,8,1.9673
OUT_11801,3,13,1.6549,0,1,0.0483,0,3,0.0228,0,1,0.0867,0,1,0.0663,0,3,0.0482,2,13,1.1185,5,3.0456
OUT_11802,1,5,0.7096,0,1,0.0032,0,4,0.0036,0,2,0.0324,0,0,0.0002,0,2,0.0027,2,12,1.4068,4,2.1585
OUT_11803,0,2,0.1744,0,1,0.0062,1,4,0.2408,0,0,0.0019,0,0,0.0016,0,5,0.0125,1,9,0.6729,6,1.1104
OUT_11804,1,8,0.8014,0,2,0.0108,0,5,0.0047,1,4,0.5659,0,4,0.1144,1,5,0.1297,2,9,1.1229,7,2.7497
OUT_11805,0,5,0.1662,0,1,0.0205,2,4,0.293,0,2,0.0084,0,1,0.1029,0,2,0.0026,0,12,0.7249,3,1.3185
OUT_11806,0,7,0.3957,0,0,0.0004,2,3,0.7224,1,1,0.2732,0,1,0.0077,1,2,0.0703,0,10,0.5168,9,1.9865
OUT_11807,0,3,0.207,0,1,0.0161,0,4,0.0018,0,1,0.004,0,0,0.0,0,1,0.0004,0,3,0.3315,4,0.5608
OUT_11808,0,8,0.4243,0,0,0.0006,1,4,0.2068,0,4,0.1194,0,0,0.0014,0,2,0.0081,1,14,1.3789,6,2.1395
OUT_11809,0,5,0.1351,0,0,0.0023,0,5,0.0598,1,1,0.413,2,2,0.6924,0,0,0.0001,1,11,0.7894,5,2.092
OUT_11810,0,4,0.1987,0,1,0.0067,0,5,0.062,0,2,0.0736,0,0,0.0032,0,1,0.0002,0,7,0.5211,5,0.8657
OUT_11811,1,5,0.8413,1,4,0.3855,1,7,0.1951,1,3,0.2625,0,0,0.0013,1,5,0.0571,1,11,0.8443,2,2.5871
OUT_11812,1,7,1.1914,0,3,0.0264,1,8,0.1011,0,3,0.0495,0,0,0.0003,0,1,0.0023,0,16,1.0948,5,2.4657
OUT_11813,0,5,0.3589,0,0,0.0039,0,4,0.0067,0,2,0.0146,0,0,0.0004,0,0,0.0,0,14,0.6803,6,1.0648
OUT_11814,1,5,0.4723,1,2,0.3799,1,4,0.3994,0,0,0.0016,0,0,0.0004,1,3,0.0538,0,10,0.5869,7,1.8942
OUT_11815,2,7,1.6005,0,1,0.0034,1,5,0.2243,0,1,0.0092,0,0,0.0,0,2,0.0192,1,7,0.4848,7,2.3413
OUT_11816,2,7,0.8249,0,1,0.0066,0,4,0.0127,0,0,0.003,0,1,0.0331,0,2,0.0335,3,19,2.3558,5,3.2696
OUT_11817,2,6,1.2185,0,1,0.0047,1,9,0.1082,0,0,0.0011,0,1,0.0049,0,2,0.0347,2,10,1.236,5,2.608
OUT_11818,1,5,0.4461,0,0,0.0001,0,3,0.0046,0,0,0.0024,0,1,0.0108,1,6,0.1135,3,14,2.011,5,2.5885
OUT_11819,0,3,0.0996,0,1,0.0076,0,3,0.0068,0,0,0.0017,0,0,0.0,0,2,0.0063,1,8,0.9039,3,1.026
OUT_11820,0,4,0.209,0,0,0.0023,1,5,0.2851,1,2,0.1908,0,0,0.0006,0,0,0.0001,2,7,0.7881,5,1.4761
OUT_11821,0,8,0.7782,0,1,0.0899,0,2,0.0024,0,2,0.0823,1,1,0.2066,0,4,0.0129,0,12,0.8789,7,2.0511
OUT_11822,2,7,0.963,0,0,0.0005,1,6,0.1939,0,0,0.0026,0,2,0.0408,0,9,0.0674,1,13,1.0795,4,2.3476
OUT_11823,1,9,0.9692,0,2,0.0233,0,1,0.0023,0,2,0.0688,1,1,0.2727,1,3,0.1362,1,12,0.9949,7,2.4674
OUT_11824,1,6,0.7371,0,1,0.0274,0,11,0.0516,0,0,0.0008,0,0,0.0037,0,3,0.0041,1,12,0.9534,6,1.7781
OUT_11825,0,5,0.3065,0,1,0.0028,0,3,0.0019,1,1,0.1966,0,0,0.0,0,3,0.0078,1,6,0.6774,4,1.193
OUT_11826,0,2,0.0813,0,1,0.041,0,4,0.0133,1,2,0.3128,0,0,0.0011,0,3,0.0048,0,12,0.9557,2,1.41
OUT_11827,0,6,0.4101,0,2,0.0804,0,5,0.0088,0,1,0.1159,0,0,0.0001,0,2,0.0019,1,13,1.2456,5,1.8628
OUT_11828,1,3,0.8132,1,3,0.5906,0,4,0.0552,0,2,0.012,0,0,0.0011,0,4,0.0133,0,4,0.3233,6,1.8085
OUT_11829,1,9,0.954,0,2,0.0202,0,2,0.0027,0,2,0.0897,1,1,0.2552,1,3,0.1086,2,12,1.0731,7,2.5034
OUT_11830,2,8,1.1544,0,2,0.0177,1,2,0.1305,0,2,0.0396,0,5,0.1323,1,7,0.0668,0,12,0.805,7,2.3463
OUT_11831,0,9,0.4874,0,0,0.0003,0,4,0.0415,0,1,0.0844,0,0,0.0011,2,2,0.2448,0,4,0.3432,4,1.2027
OUT_11832,1,3,0.2805,0,1,0.0048,0,4,0.0582,0,2,0.0395,0,2,0.0664,0,0,0.0002,2,9,1.7121,9,2.1616
OUT_11833,1,7,0.6477,1,1,0.1813,1,4,0.2052,1,3,0.3629,0,0,0.0,0,2,0.0069,1,10,0.6895,5,2.0935
OUT_11834,0,4,0.2419,0,0,0.0002,0,3,0.0186,0,2,0.0125,0,1,0.0109,0,2,0.0009,0,11,0.7401,4,1.0251
OUT_11835,0,6,0.4689,0,1,0.0229,1,5,0.0714,0,0,0.0034,0,0,0.0002,0,5,0.0213,0,12,0.9172,5,1.5052
OUT_11836,0,6,0.369,0,2,0.0368,0,5,0.0502,0,3,0.2441,0,0,0.0006,0,4,0.0332,4,14,2.2718,5,3.0056
OUT_11837,1,4,0.47,0,4,0.1264,1,3,0.087,0,0,0.0006,0,1,0.0067,0,4,0.005,0,6,0.4258,10,1.1215
OUT_11838,0,1,0.1594,0,0,0.0004,0,2,0.0004,0,0,0.0018,0,0,0.0,0,3,0.0015,0,4,0.15,5,0.3136
OUT_11839,1,2,0.6494,0,1,0.0975,1,3,0.0579,0,0,0.0003,0,0,0.0015,0,1,0.0006,1,8,0.9921,5,1.7992
OUT_11840,2,6,1.1871,0,0,0.002,0,3,0.0078,1,3,0.3911,0,0,0.0006,0,3,0.001,1,6,0.7992,4,2.3887
OUT_11841,0,5,0.1348,1,2,0.2597,1,5,0.135,0,1,0.0041,0,0,0.0003,1,5,0.0809,3,12,1.9545,8,2.5693
OUT_11842,1,6,0.7852,0,1,0.0089,1,3,0.2818,0,1,0.043,0,0,0.0,1,2,0.1688,0,6,0.4073,5,1.695
OUT_11843,1,4,0.4556,0,0,0.0015,0,3,0.0184,1,1,0.2785,0,0,0.0007,0,2,0.0007,1,5,0.8763,2,1.6316
OUT_11844,1,3,0.5212,0,1,0.0098,0,5,0.0379,0,1,0.0195,0,0,0.0,0,2,0.0095,1,11,1.0328,4,1.6306
OUT_11845,0,3,0.129,0,2,0.0506,0,2,0.0281,0,2,0.0271,0,0,0.0003,0,5,0.0544,1,8,0.6587,3,0.9482
OUT_11846,0,6,0.4126,0,0,0.0035,2,4,0.4897,0,3,0.0841,0,1,0.007,1,3,0.1277,0,11,0.4379,4,1.5625
OUT_11847,0,11,0.7835,2,6,0.3986,1,10,0.1199,2,3,0.6066,0,1,0.004,0,1,0.0133,1,14,1.0929,2,3.0188
OUT_11848,0,5,0.2883,0,0,0.0024,1,4,0.0868,0,1,0.1086,0,1,0.0321,1,1,0.0842,1,11,0.7151,5,1.3174
OUT_11849,0,8,0.5847,0,6,0.0521,0,5,0.0036,0,2,0.0477,0,0,0.0018,1,6,0.1435,1,11,1.2003,5,2.0337
OUT_11850,0,4,0.1575,0,2,0.0995,0,0,0.0002,0,0,0.0006,0,1,0.0204,0,2,0.0175,0,10,0.4733,2,0.7689
OUT_11851,0,8,0.5047,0,5,0.0571,0,7,0.0153,0,1,0.0653,1,1,0.1808,0,5,0.0071,1,12,1.0076,3,1.8378
OUT_11852,1,8,0.7631,0,1,0.0224,1,4,0.2239,0,2,0.0593,0,0,0.0,0,3,0.0012,1,12,0.8468,4,1.9167
OUT_11853,0,5,0.2194,0,5,0.0851,0,3,0.003,0,2,0.0679,0,2,0.046,0,2,0.0051,1,21,1.261,4,1.6874
OUT_11854,0,1,0.1831,1,4,0.3643,0,3,0.05,0,1,0.0097,0,0,0.0019,0,1,0.0008,0,12,0.7644,3,1.3741
OUT_11855,1,2,0.5382,0,0,0.0017,0,2,0.0142,0,1,0.0218,0,0,0.0,0,4,0.0067,0,4,0.1468,2,0.7294
OUT_11856,0,3,0.2168,0,1,0.0142,0,4,0.015,0,1,0.0394,0,1,0.0165,0,2,0.0053,1,4,0.4834,2,0.7906
OUT_11857,1,3,0.351,0,2,0.1369,1,5,0.1322,0,1,0.0244,0,1,0.0061,0,2,0.0163,1,10,1.1568,5,1.8237
OUT_11858,0,3,0.1645,0,0,0.0037,0,2,0.0502,1,2,0.2256,0,1,0.0042,0,1,0.0002,3,14,1.5707,5,2.0192
OUT_11859,1,8,0.6511,0,0,0.0017,2,4,0.1995,0,0,0.0017,0,0,0.0012,0,3,0.0046,2,12,1.248,6,2.1078
OUT_11860,0,2,0.2755,0,2,0.1378,0,3,0.0682,0,0,0.0016,0,2,0.167,0,2,0.0005,2,14,1.7294,2,2.38
OUT_11861,0,3,0.2269,0,0,0.0004,0,4,0.0047,0,2,0.0945,0,1,0.0061,0,2,0.0078,3,11,1.2975,7,1.6377
OUT_11862,1,7,0.7343,0,2,0.0206,1,3,0.2765,1,3,0.3197,0,0,0.0027,2,4,0.1598,3,13,2.1358,4,3.6493
OUT_11863,1,6,0.8747,0,0,0.0004,2,5,0.6954,0,1,0.0072,0,0,0.0005,1,2,0.1738,0,5,0.3317,8,2.0838
OUT_11864,0,4,0.1217,0,2,0.0567,3,7,0.4811,1,2,0.1742,0,1,0.0122,0,5,0.0249,0,7,0.633,5,1.5037
OUT_11865,0,4,0.2411,0,1,0.0093,1,5,0.4342,0,0,0.0004,1,2,0.2284,0,1,0.003,2,16,1.8421,8,2.7584
OUT_11866,0,4,0.4268,0,2,0.0447,0,3,0.0368,0,0,0.0017,0,0,0.0,0,2,0.0299,0,8,0.5116,2,1.0515
OUT_11867,0,5,0.3338,0,4,0.0785,0,5,0.0735,0,0,0.0004,0,0,0.0003,0,3,0.0164,0,7,0.3475,5,0.8505
OUT_11868,0,3,0.2034,0,4,0.0387,0,4,0.0195,0,2,0.0761,0,3,0.1233,0,2,0.0542,0,21,1.2783,4,1.7936
OUT_11869,0,3,0.1327,2,2,0.5983,1,4,0.0557,0,1,0.006,0,0,0.0,0,4,0.0487,1,18,1.1055,4,1.947
OUT_11870,4,5,1.5806,0,1,0.0026,1,3,0.4052,0,0,0.0026,0,1,0.123,0,3,0.0156,0,10,0.7619,3,2.8915
OUT_11871,1,5,0.6946,1,2,0.2022,0,4,0.0579,0,0,0.0012,0,0,0.0002,0,1,0.0371,1,14,1.0567,3,2.0498
OUT_11872,0,4,0.277,0,1,0.0182,0,6,0.0681,0,0,0.0015,0,2,0.0203,0,3,0.0122,2,13,1.6313,3,2.0287
OUT_11873,1,6,0.7234,0,0,0.0008,0,6,0.0199,1,4,0.6585,0,0,0.0003,0,5,0.0508,0,7,0.2676,5,1.7214
OUT_11874,1,9,0.7941,1,7,0.4276,1,7,0.0645,0,1,0.1111,0,1,0.0351,0,6,0.0376,0,15,0.5876,1,2.0576
OUT_11875,0,3,0.1284,0,1,0.0051,0,2,0.0029,0,1,0.0074,0,0,0.0,1,2,0.0779,0,2,0.2121,6,0.4338
OUT_11876,0,2,0.1652,0,0,0.002,0,8,0.088,0,1,0.0526,0,0,0.0,0,1,0.0003,1,13,1.1952,4,1.5034
OUT_11878,0,1,0.0576,0,0,0.0033,0,8,0.0551,0,2,0.0107,0,0,0.0031,1,4,0.1077,1,9,0.9802,5,1.2176
OUT_11879,0,6,0.3183,0,1,0.011,1,5,0.5608,1,4,0.2286,0,0,0.0,1,3,0.2191,2,10,1.4804,4,2.8182
OUT_11880,1,5,0.4967,0,3,0.0288,0,3,0.0081,0,0,0.001,0,0,0.0,0,0,0.0001,2,7,1.2681,2,1.8028
OUT_11881,1,5,0.4026,0,0,0.0022,0,6,0.0203,0,1,0.0062,0,1,0.0102,0,1,0.0044,3,11,1.6287,5,2.0746
OUT_11882,1,6,0.8048,0,1,0.0771,0,1,0.0002,0,1,0.0032,0,0,0.0,1,4,0.2247,2,7,1.2055,2,2.3154
OUT_11883,0,3,0.2988,1,2,0.1834,1,7,0.2791,0,1,0.0163,0,1,0.0076,0,1,0.019,1,11,0.9023,7,1.7065
OUT_11884,0,5,0.4899,0,2,0.0092,1,6,0.0704,0,2,0.0434,0,0,0.0009,0,0,0.0001,2,14,1.493,2,2.1068
OUT_11885,0,6,0.3929,0,2,0.0196,0,2,0.0261,0,1,0.0058,0,0,0.0,0,1,0.0002,1,8,0.731,6,1.1755
OUT_11886,1,10,0.6774,0,2,0.0441,2,11,0.1804,1,1,0.3775,0,1,0.1255,1,3,0.1378,1,24,2.0201,3,3.5629
OUT_11887,0,4,0.1724,0,3,0.0439,0,1,0.0486,0,2,0.0165,0,0,0.0008,0,2,0.0281,2,10,1.2475,12,1.5578
OUT_11888,0,4,0.2612,0,4,0.0779,1,1,0.0899,0,2,0.0396,0,0,0.0005,0,1,0.039,0,12,0.6128,7,1.121
OUT_11889,1,3,0.401,0,3,0.1206,0,1,0.0004,0,2,0.0568,0,0,0.0,1,2,0.2499,2,7,1.2598,3,2.0884
OUT_11890,0,9,0.4576,0,2,0.0885,1,6,0.2788,0,1,0.0027,0,2,0.1241,0,3,0.0157,0,8,0.4893,6,1.4566
OUT_11891,1,7,0.478,0,0,0.0021,0,2,0.0022,0,2,0.0496,0,0,0.0002,1,4,0.1245,1,6,0.6327,6,1.2894
OUT_11892,0,8,0.4035,0,0,0.0006,0,4,0.0186,1,4,0.5528,0,0,0.0019,1,2,0.1264,0,9,0.6514,7,1.7554
OUT_11893,0,3,0.1118,0,2,0.0503,0,3,0.0181,0,1,0.0298,0,1,0.0384,0,2,0.0227,0,10,0.595,5,0.8659
OUT_11894,0,6,0.2671,0,1,0.015,1,7,0.1755,1,1,0.404,0,2,0.0938,1,2,0.1703,1,13,1.3543,7,2.4799
OUT_11895,0,4,0.3279,0,1,0.0905,0,7,0.0311,0,2,0.0137,0,2,0.031,0,3,0.0236,2,10,1.0738,10,1.5916
OUT_11896,0,7,0.5018,1,6,0.3069,1,8,0.1238,0,1,0.0057,0,1,0.012,2,4,0.2581,2,8,1.5547,4,2.7629
OUT_11897,0,3,0.1602,0,2,0.1281,0,5,0.0218,0,0,0.0003,0,1,0.0193,0,0,0.0,1,13,1.5733,3,1.9031
OUT_11898,1,6,0.7608,0,0,0.0032,2,5,0.219,0,1,0.0035,0,1,0.0053,0,2,0.0162,1,16,1.0784,3,2.0864
OUT_11899,1,3,0.6882,1,2,0.7015,0,8,0.0514,0,0,0.0017,0,0,0.0021,0,0,0.0,1,17,1.3042,2,2.7491
OUT_11900,0,2,0.0984,0,1,0.0392,1,4,0.0999,0,1,0.0474,0,0,0.0,0,4,0.0058,1,9,0.6558,3,0.9465
OUT_11901,2,5,0.7473,0,1,0.0041,1,7,0.0674,1,1,0.1886,0,0,0.0001,0,4,0.0474,0,10,0.836,12,1.8907
OUT_11902,1,4,0.4556,0,1,0.1346,1,2,0.1649,0,0,0.0031,0,1,0.0189,0,0,0.0001,0,10,0.6545,6,1.4317
OUT_11903,1,5,0.3852,1,3,0.6739,0,3,0.0539,0,2,0.0716,0,1,0.0076,1,2,0.1167,0,11,1.0293,7,2.3383
OUT_11904,0,6,0.4399,1,4,0.3761,0,6,0.0391,0,2,0.0634,0,0,0.0,0,1,0.0064,1,10,1.2934,6,2.2182
OUT_11905,0,8,0.3607,0,0,0.0009,1,4,0.4173,0,4,0.1034,0,0,0.0022,0,2,0.006,1,14,1.2945,6,2.185
OUT_11906,1,6,1.0642,0,3,0.0414,2,7,0.3403,1,3,0.2046,0,1,0.0041,0,4,0.0049,0,9,0.4148,5,2.0743
OUT_11907,1,7,0.8986,0,1,0.0122,0,5,0.0394,0,1,0.0067,0,0,0.0024,1,5,0.433,1,9,0.7132,5,2.1056
OUT_11908,0,3,0.3673,0,1,0.0126,1,3,0.2815,0,1,0.0057,1,1,0.182,0,4,0.0032,2,9,1.3968,4,2.249
OUT_11909,2,6,0.7378,1,4,0.4384,1,8,0.0829,0,1,0.0058,1,1,0.1781,0,6,0.0129,2,11,1.7044,4,3.1605
OUT_11910,1,7,0.5097,0,1,0.1148,2,7,0.2427,0,1,0.0141,1,2,0.4765,0,4,0.0039,1,11,1.0663,6,2.428
OUT_11911,0,4,0.1206,0,2,0.0181,0,3,0.0188,0,1,0.0566,0,1,0.0915,0,2,0.0115,1,11,0.846,8,1.163
OUT_11912,1,8,1.0038,1,1,0.2319,0,2,0.0055,1,2,0.24,0,0,0.0,0,1,0.0237,1,10,0.7895,3,2.2945
OUT_11913,0,7,0.3457,0,0,0.0018,1,2,0.0931,1,1,0.1842,0,1,0.0089,0,2,0.0128,0,7,0.4324,4,1.0789
OUT_11914,0,5,0.3317,0,0,0.0003,0,4,0.0255,0,3,0.0945,0,0,0.0024,0,1,0.0003,1,16,1.2844,3,1.7391
OUT_11915,1,2,0.4679,0,1,0.0036,0,2,0.0014,0,2,0.0619,0,1,0.0063,0,0,0.0,2,7,0.8283,5,1.3694
OUT_11916,1,5,1.0713,0,2,0.0386,0,2,0.0283,0,0,0.0013,0,1,0.0134,0,3,0.0007,3,15,1.6879,4,2.8414
OUT_11917,0,3,0.2992,0,0,0.0006,0,3,0.0121,0,3,0.0532,0,2,0.0072,0,6,0.0457,4,10,1.8318,3,2.2498
OUT_11918,2,5,0.5845,0,2,0.1332,0,4,0.0283,0,1,0.0388,0,0,0.0,0,2,0.0008,3,15,1.9072,6,2.6929
OUT_11919,0,5,0.5925,0,0,0.0009,0,4,0.0695,1,2,0.5392,0,1,0.0083,0,4,0.0079,0,15,0.7211,8,1.9394
OUT_11920,2,8,0.8518,0,1,0.005,0,6,0.0435,0,2,0.0685,0,1,0.0119,1,4,0.2762,0,11,0.8299,2,2.0868
OUT_11921,0,7,0.2427,0,3,0.153,1,5,0.0615,0,0,0.0014,0,0,0.0004,1,4,0.2473,3,12,2.0822,8,2.7885
OUT_11922,2,4,0.7448,0,1,0.0049,1,6,0.0892,0,3,0.0957,0,1,0.0258,0,1,0.0002,1,11,1.1457,4,2.1062
OUT_11923,0,8,0.4,0,1,0.0513,0,2,0.0034,0,1,0.003,0,0,0.0,0,1,0.0002,0,8,0.4673,1,0.9252
OUT_11924,0,7,0.4496,0,0,0.0006,1,3,0.1849,1,2,0.2496,0,1,0.0045,0,2,0.0048,3,11,1.4106,7,2.3045
OUT_11925,0,8,0.6409,0,6,0.051,0,5,0.0047,0,3,0.0735,0,0,0.0016,1,6,0.1454,2,10,1.6548,5,2.5719
OUT_11926,0,4,0.1467,0,2,0.0155,0,5,0.003,0,0,0.0001,0,0,0.0005,0,3,0.0128,0,8,0.478,7,0.6568
OUT_11927,1,4,1.0936,1,3,0.663,0,4,0.0579,0,1,0.0639,0,0,0.0006,0,0,0.0,1,14,1.2338,5,3.1128
OUT_11928,0,3,0.3186,0,3,0.04,0,2,0.0209,1,1,0.1629,0,0,0.0001,0,1,0.0044,0,13,1.306,5,1.8529
OUT_11929,0,7,0.3812,0,1,0.0028,0,2,0.0707,0,1,0.1055,0,1,0.0127,0,3,0.0298,0,6,0.4687,3,1.0714
OUT_11930,2,9,1.0854,0,0,0.0037,1,6,0.183,0,2,0.0208,0,0,0.0018,0,4,0.0571,5,20,2.8192,5,4.171
OUT_11931,0,6,0.2503,0,0,0.0,0,2,0.002,0,0,0.0005,0,1,0.0104,1,6,0.0812,4,14,1.9801,5,2.3245
OUT_11932,0,3,0.1997,0,1,0.0037,1,3,0.0753,0,1,0.0287,1,1,0.2307,0,3,0.0032,1,9,0.8394,3,1.3807
OUT_11933,1,6,0.8568,0,2,0.01,0,5,0.0419,0,0,0.0005,0,2,0.0111,0,3,0.0089,0,8,0.2985,8,1.2278
OUT_11934,0,4,0.198,0,2,0.028,2,5,0.2651,0,1,0.0744,0,0,0.0,0,2,0.0477,4,13,1.6341,6,2.2473
OUT_11935,0,6,0.3098,0,1,0.0396,1,2,0.1812,0,1,0.0051,0,0,0.0001,0,2,0.027,1,10,0.6785,4,1.2413
OUT_11936,0,5,0.325,0,0,0.0,0,5,0.0029,0,0,0.0017,0,2,0.097,0,5,0.0269,1,16,1.263,4,1.7165
OUT_11937,0,5,0.3293,0,1,0.039,1,7,0.1102,0,1,0.0499,0,0,0.0002,0,0,0.0,1,14,1.2568,4,1.7854
OUT_11938,0,6,0.4933,0,1,0.066,0,6,0.0052,0,1,0.0344,1,2,0.1552,0,3,0.005,2,18,1.9444,7,2.7035
OUT_11939,1,8,0.566,0,1,0.0677,0,5,0.0097,0,1,0.0353,0,0,0.0005,2,7,0.2131,1,12,1.1561,6,2.0485
OUT_11940,0,6,0.2433,0,0,0.0006,0,2,0.0168,0,0,0.0015,0,0,0.0023,0,3,0.006,2,5,0.8724,10,1.1429
OUT_11941,1,5,0.4479,0,1,0.0044,0,4,0.0223,0,2,0.0414,0,0,0.0004,0,3,0.0047,2,13,1.3654,6,1.8865
OUT_11942,1,4,0.816,0,0,0.002,2,4,0.3602,0,2,0.0121,0,2,0.0559,0,1,0.0005,0,10,0.6794,6,1.9261
OUT_11943,0,1,0.0734,0,1,0.0048,0,4,0.0496,0,1,0.0033,0,1,0.0056,0,5,0.0497,1,9,0.7926,5,0.979
OUT_11944,0,6,0.3704,0,0,0.0002,0,6,0.0226,0,3,0.0586,0,0,0.0008,0,2,0.0033,1,6,0.781,9,1.2369
OUT_11945,1,4,0.4921,1,2,0.2091,1,3,0.1846,0,2,0.0196,0,1,0.0032,0,5,0.0059,0,4,0.4207,4,1.3352
OUT_11946,1,6,0.7254,2,3,0.6768,1,5,0.1553,1,2,0.1557,0,1,0.0124,1,2,0.0739,0,7,0.2625,4,2.0619
OUT_11947,0,4,0.3506,0,2,0.0749,2,5,0.3376,0,0,0.0001,0,1,0.1052,0,2,0.0184,0,6,0.4311,6,1.3179
OUT_11948,1,6,1.2371,0,4,0.1391,0,3,0.029,0,2,0.0326,0,1,0.007,0,7,0.0635,0,15,0.7051,2,2.2133
OUT_11949,0,9,0.6681,0,0,0.0005,0,3,0.0215,0,2,0.067,0,0,0.001,1,2,0.0731,0,5,0.4303,6,1.2615
OUT_11950,1,3,0.3392,0,0,0.0002,1,3,0.0941,0,1,0.0057,0,2,0.0224,0,3,0.0037,4,15,2.5551,1,3.0205
OUT_11951,0,5,0.4875,0,3,0.0124,3,6,0.3334,0,3,0.0176,0,1,0.0108,0,5,0.0292,1,5,0.4652,7,1.3561
OUT_11952,1,1,0.4653,0,0,0.0017,0,1,0.001,0,0,0.0011,0,1,0.072,0,0,0.0,0,6,0.2648,4,0.8059
OUT_11953,0,6,0.5825,0,0,0.0014,0,6,0.0169,0,1,0.0056,0,0,0.0006,0,2,0.0016,0,8,0.6852,12,1.2937
OUT_11954,1,6,0.7522,0,2,0.0612,0,2,0.0064,0,0,0.0003,0,0,0.0,0,4,0.0284,1,4,0.7409,7,1.5894
OUT_11955,1,4,0.6011,0,0,0.0018,1,4,0.1015,0,1,0.0041,0,0,0.0,1,2,0.1078,0,5,0.2466,5,1.063
OUT_11956,3,6,1.6459,0,1,0.0066,0,5,0.0693,0,1,0.0056,0,0,0.0,0,2,0.0279,1,5,0.4256,9,2.1809
OUT_11957,1,12,0.6879,1,1,0.5322,2,4,0.2092,0,1,0.0757,1,1,0.3063,0,3,0.0182,0,10,0.3656,2,2.1951
OUT_11958,1,7,0.5651,0,4,0.1222,0,3,0.0432,0,3,0.1484,0,1,0.0068,0,5,0.0102,2,9,1.2853,7,2.1813
OUT_11959,1,4,0.5315,0,0,0.0009,1,4,0.463,0,2,0.0757,0,1,0.1334,1,5,0.1025,0,10,0.9393,4,2.2463
OUT_11960,0,4,0.3292,0,2,0.0074,0,3,0.0348,1,2,0.474,0,1,0.0447,0,3,0.0209,1,8,0.828,8,1.7391
OUT_11961,0,7,0.4532,1,3,0.2689,1,4,0.8379,0,0,0.0001,0,1,0.0332,0,1,0.0008,0,14,0.6343,9,2.2283
OUT_11962,0,4,0.4956,0,2,0.0239,0,4,0.018,0,0,0.0005,0,1,0.0413,0,1,0.0002,1,9,0.698,6,1.2775
OUT_11963,0,7,0.3194,0,1,0.0105,0,2,0.0016,0,0,0.0004,0,0,0.0009,0,2,0.0064,3,11,2.1867,3,2.5259
OUT_11964,0,7,0.6031,0,0,0.0008,1,6,0.1369,0,1,0.0126,0,1,0.0233,1,8,0.1209,2,10,1.1081,3,2.0057
OUT_11965,1,7,1.2069,0,1,0.0047,1,4,0.0663,0,0,0.0003,0,0,0.0001,0,3,0.0154,0,10,0.5072,2,1.8008
OUT_11966,0,4,0.3987,0,0,0.0012,0,1,0.0024,0,2,0.1265,0,1,0.0112,0,2,0.0014,0,12,0.5845,6,1.1258
OUT_11967,0,5,0.3131,0,1,0.0136,1,4,0.0694,0,1,0.0127,0,2,0.0801,0,1,0.0088,0,11,0.7244,6,1.222
OUT_11968,1,6,0.4505,0,0,0.004,0,2,0.0104,0,2,0.0326,0,0,0.0007,0,3,0.0026,3,11,1.5256,3,2.0264
OUT_11969,0,1,0.1689,0,0,0.0002,0,10,0.0727,0,1,0.0061,0,0,0.0005,0,0,0.0,2,11,1.6173,8,1.8656
OUT_11970,0,3,0.2427,1,2,0.1929,0,4,0.0338,0,0,0.0002,0,1,0.0273,0,1,0.0013,2,10,1.5535,4,2.0518
OUT_11971,1,4,0.7874,0,2,0.0295,1,5,0.1244,0,1,0.039,0,1,0.0414,0,2,0.0494,1,13,0.9952,4,2.0665
OUT_11972,1,7,0.588,0,1,0.0171,1,6,0.0641,0,1,0.0091,0,1,0.0391,1,5,0.4117,1,14,1.3718,5,2.5008
OUT_11973,0,8,0.6293,1,4,0.4458,1,8,0.23,0,1,0.0401,0,2,0.0628,1,4,0.3904,0,14,0.7478,3,2.5461
OUT_11974,1,6,0.7358,0,0,0.0006,0,4,0.028,0,3,0.0636,0,0,0.0001,0,5,0.0323,2,8,1.6682,6,2.5286
OUT_11975,1,2,0.2825,0,0,0.0004,0,2,0.026,1,1,0.2635,0,0,0.0,0,3,0.0349,0,2,0.0701,4,0.6774
OUT_11976,1,3,0.3642,0,0,0.0007,0,4,0.0168,0,0,0.0034,0,0,0.0046,0,2,0.005,0,13,0.7716,5,1.1664
OUT_11977,0,3,0.1872,0,1,0.0545,0,3,0.0111,0,0,0.0001,0,0,0.0012,0,2,0.0081,3,8,2.2081,8,2.4702
OUT_11978,3,10,1.7525,1,1,0.4085,0,10,0.0552,0,0,0.0018,0,1,0.0055,1,6,0.1032,3,13,2.0534,3,4.3802
