Outlet_ID,coord_status,outlet_size,size_score,outlet_type,cooler_count,is_grocery,is_hotel,is_pharmacy,is_kiosk,is_eatery,is_bakery,is_smmt,seasonality_jan2026_label,seasonality_jan2026_score,avg_jan_holidays,count_education_1km,count_education_3km,nearest_education_m,count_health_1km,count_health_3km,nearest_health_m,count_transport_1km,count_transport_3km,nearest_transport_m,count_market_1km,count_market_3km,nearest_market_m,count_tourism_1km,count_tourism_3km,nearest_tourism_m,count_food_1km,count_food_3km,nearest_food_m,count_worship_1km,count_worship_3km,nearest_worship_m,lat,lon,generated_at
OUT_08981,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,3,14,495.2,0,3,1516.7,1,11,272.6,0,5,1391.1,0,0,4383.4,1,8,747.8,3,23,173.7,6.895103,80.00692,2026-05-16T15:57:02+00:00
OUT_08982,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,1,20,641.5,1,3,685.2,1,10,665.1,1,1,487.8,0,2,1825.2,0,10,1440.1,2,28,597.4,7.028856,80.01598,2026-05-16T15:57:02+00:00
OUT_08983,valid,Medium,2,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,2,26,806.6,0,1,1467.3,3,14,702.9,0,4,1745.3,0,0,5590.6,0,4,1290.9,3,22,820.6,7.014613,79.827775,2026-05-16T15:57:02+00:00
OUT_08984,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,0,19,1094.7,0,1,1246.2,0,11,1018.0,1,2,690.1,0,0,6697.5,0,5,1704.0,3,21,775.6,7.018738,79.845508,2026-05-16T15:57:02+00:00
OUT_08985,valid,Small,1,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,1,12,538.8,0,4,2416.4,1,6,980.4,1,5,453.5,0,1,2865.4,0,1,1851.7,1,20,993.3,6.950916,79.910896,2026-05-16T15:57:02+00:00
OUT_08986,valid,Large,3,Eatery,4,0,0,0,0,1,0,0,Moderate,1,2.3,1,10,870.8,0,4,1291.9,1,6,567.2,0,0,3594.7,0,0,4073.0,1,6,106.9,2,20,326.6,7.132982,80.048184,2026-05-16T15:57:02+00:00
OUT_08987,valid,Medium,2,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,3,12,633.6,0,2,1913.3,1,10,680.8,1,3,828.7,0,0,4692.9,0,4,1323.4,7,29,70.8,7.108906,80.063975,2026-05-16T15:57:02+00:00
OUT_08988,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,2,14,952.1,0,1,1763.7,1,10,696.3,1,1,378.4,0,2,1395.3,0,7,1001.6,5,25,97.6,6.887818,79.954858,2026-05-16T15:57:02+00:00
OUT_08989,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,1,8,707.8,0,8,1859.6,0,8,1040.6,1,6,457.2,1,1,991.3,1,5,506.6,2,25,866.8,7.059072,80.070652,2026-05-16T15:57:02+00:00
OUT_08990,swapped_fixed,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,2,14,550.4,0,2,2206.3,1,8,471.3,1,4,991.5,0,0,3499.3,0,4,1671.8,1,21,787.9,7.110328,79.80903,2026-05-16T15:57:02+00:00
OUT_08991,swapped_fixed,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,2,14,731.6,0,2,1208.5,2,7,638.7,1,2,882.1,1,1,802.5,0,3,1213.5,4,28,220.2,7.154464,79.879761,2026-05-16T15:57:02+00:00
OUT_08992,valid,Large,3,SMMT,4,0,0,0,0,0,0,1,Moderate,1,2.3,2,19,478.1,0,1,2300.4,1,8,509.2,0,3,1953.7,0,0,3770.4,0,6,1044.7,3,27,434.2,6.995305,79.915245,2026-05-16T15:57:02+00:00
OUT_08993,valid,Small,1,Pharmacy,0,0,0,1,0,0,0,0,Moderate,1,2.3,0,6,1742.9,0,3,1452.9,0,11,1212.6,0,2,1534.7,0,0,5898.2,0,6,1122.7,1,13,802.5,7.196787,79.938837,2026-05-16T15:57:02+00:00
OUT_08994,valid,Medium,2,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,0,9,1033.5,0,1,2634.6,1,10,494.2,0,2,2353.9,0,1,1101.9,1,9,974.2,5,25,497.6,7.115322,80.004109,2026-05-16T15:57:02+00:00
OUT_08995,valid,Extra Large,4,SMMT,5,0,0,0,0,0,0,1,Moderate,1,2.3,1,14,479.1,0,4,1404.9,2,11,588.1,0,4,1375.6,0,0,3966.9,0,5,1553.6,6,27,227.1,7.100998,80.060129,2026-05-16T15:57:02+00:00
OUT_08996,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,2,11,321.1,0,5,1270.9,0,11,1051.5,0,5,1423.0,0,0,3149.8,1,6,454.3,1,13,516.5,7.182121,79.961567,2026-05-16T15:57:02+00:00
OUT_08997,valid,Medium,2,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,2,7,424.3,0,1,1541.4,1,6,857.2,0,2,2240.3,0,0,3447.0,1,6,834.0,3,25,365.4,7.09194,80.015281,2026-05-16T15:57:02+00:00
OUT_08998,valid,Medium,2,Hotel,2,0,1,0,0,0,0,0,Moderate,1,2.3,0,14,1015.5,0,1,1434.5,0,9,1685.5,0,3,1516.3,0,1,1326.5,0,3,1476.9,3,19,386.5,7.186009,79.855432,2026-05-16T15:57:02+00:00
OUT_08999,valid,Medium,2,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,10,1114.7,0,6,1045.9,1,5,701.6,0,8,1364.0,0,0,4594.9,0,5,2056.8,2,18,706.1,6.851932,79.919061,2026-05-16T15:57:02+00:00
OUT_09000,valid,Small,1,Grocery,1,1,0,0,0,0,0,0,Moderate,1,2.3,1,9,392.1,0,2,1621.6,2,13,730.2,0,2,1087.0,0,3,1499.1,1,2,713.4,2,20,515.4,6.745998,80.011437,2026-05-16T15:57:02+00:00
OUT_09001,swapped_fixed,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,1,9,663.3,0,1,1568.1,0,2,1457.3,1,3,484.7,0,1,2724.0,1,4,266.3,1,16,986.3,7.380964,80.633632,2026-05-16T15:57:02+00:00
OUT_09002,valid,Small,1,Kiosk,1,0,0,0,1,0,0,0,Moderate,1,2.3,0,4,1824.1,0,1,2727.9,0,2,1923.7,0,1,2344.7,0,1,2016.8,0,0,3365.7,3,16,284.5,6.862816,80.615869,2026-05-16T15:57:02+00:00
OUT_09003,valid,Small,1,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,0,3,1601.2,0,1,2864.4,1,6,229.3,0,2,2488.5,1,3,279.9,0,1,1440.0,1,10,586.1,7.496363,80.642412,2026-05-16T15:57:02+00:00
OUT_09004,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,1,7,517.1,0,0,3113.6,0,5,1847.9,0,1,1492.7,0,0,4225.1,2,6,244.8,0,15,1443.5,7.220951,80.662107,2026-05-16T15:57:02+00:00
OUT_09005,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,0,6,1664.2,0,3,1884.6,1,5,407.1,0,2,2517.3,0,2,2081.1,0,3,1118.5,3,7,106.9,7.291317,80.608789,2026-05-16T15:57:02+00:00
OUT_09006,valid,Extra Large,4,Kiosk,3,0,0,0,1,0,0,0,Moderate,1,2.3,1,6,976.7,0,1,2892.6,0,6,1707.8,0,0,3315.5,0,0,3461.1,0,2,1494.0,1,7,959.3,7.147827,80.577842,2026-05-16T15:57:02+00:00
OUT_09007,valid,Extra Large,4,Hotel,5,0,1,0,0,0,0,0,Moderate,1,2.3,3,9,499.8,0,1,1437.1,1,4,545.3,0,2,1202.3,0,1,1257.6,0,3,1446.8,1,10,994.0,7.077167,80.644457,2026-05-16T15:57:02+00:00
OUT_09008,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,0,8,1016.9,0,0,3531.3,0,5,1917.8,0,2,1459.8,0,1,2253.0,0,2,1250.7,1,8,892.3,7.056022,80.64753,2026-05-16T15:57:02+00:00
OUT_09009,valid,Small,1,SMMT,1,0,0,0,0,0,0,1,Moderate,1,2.3,0,2,2058.8,0,0,3968.2,0,7,1826.0,0,0,3304.3,0,0,4482.4,0,2,2940.4,1,11,879.9,6.879163,80.724157,2026-05-16T15:57:02+00:00
OUT_09010,valid,Large,3,Hotel,4,0,1,0,0,0,0,0,Moderate,1,2.3,0,2,1089.9,0,0,4251.2,1,2,742.2,1,1,661.1,0,0,10000.0,0,3,1082.2,0,1,2018.8,6.851593,80.780391,2026-05-16T15:57:02+00:00
OUT_09011,valid,Large,3,Hotel,2,0,1,0,0,0,0,0,Moderate,1,2.3,4,8,170.4,0,0,3849.3,1,5,975.0,2,4,478.9,0,0,4580.5,0,4,1707.2,2,9,456.6,7.038262,80.6091,2026-05-16T15:57:02+00:00
OUT_09012,valid,Extra Large,4,Pharmacy,3,0,0,1,0,0,0,0,Moderate,1,2.3,0,1,2652.9,0,2,1595.7,0,3,1003.5,0,1,2269.0,0,0,3327.4,2,2,674.2,0,6,1465.7,6.850574,80.71092,2026-05-16T15:57:02+00:00
OUT_09013,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,1,4,912.7,0,0,3352.9,1,14,888.9,1,1,347.2,0,0,4638.0,0,0,4130.8,2,11,581.5,6.90676,80.697039,2026-05-16T15:57:02+00:00
OUT_09014,zero_coords,Large,3,Kiosk,4,0,0,0,1,0,0,0,Moderate,1,2.3,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0,0,10000.0,0.0,0.0,2026-05-16T15:57:02+00:00
OUT_09015,valid,Extra Large,4,SMMT,4,0,0,0,0,0,0,1,Moderate,1,2.3,0,3,1270.6,0,1,1181.0,1,3,987.8,0,1,2171.4,0,0,7877.2,1,3,428.8,1,10,655.1,6.881717,80.755307,2026-05-16T15:57:02+00:00
OUT_09016,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,1,2,997.9,0,1,2891.6,0,5,1054.5,0,2,1464.1,0,1,2949.9,0,1,2224.5,0,11,1681.9,7.2134,80.786326,2026-05-16T15:57:02+00:00
OUT_09017,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,4,6,242.0,0,0,3611.4,0,7,1206.6,0,0,3136.9,0,2,1432.7,1,4,881.4,0,8,1696.2,7.220251,80.500559,2026-05-16T15:57:02+00:00
OUT_09018,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,0,5,1053.5,0,1,2376.8,0,6,1475.4,0,1,2818.9,0,1,2594.9,1,6,393.3,5,20,403.8,7.406374,80.585168,2026-05-16T15:57:02+00:00
OUT_09019,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,2,6,512.8,0,0,3248.5,0,4,1204.5,0,3,2374.1,0,0,4331.0,0,2,1906.7,2,11,647.7,6.966205,80.570393,2026-05-16T15:57:02+00:00
OUT_09020,valid,Small,1,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,0,4,2121.3,0,3,1898.0,0,6,1229.3,0,1,2975.6,0,1,2331.1,0,0,4128.2,1,12,611.4,7.040894,80.744403,2026-05-16T15:57:02+00:00
OUT_09021,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,0,9,1260.1,0,0,3059.5,0,4,1560.8,0,2,1053.2,0,0,4310.9,0,4,1145.5,1,8,846.6,6.967705,80.530557,2026-05-16T15:57:02+00:00
OUT_09022,valid,Medium,2,SMMT,1,0,0,0,0,0,0,1,Moderate,1,2.3,1,6,239.0,0,1,2813.5,0,5,1861.0,0,0,3064.7,0,0,5876.4,0,5,1441.4,0,12,1056.6,7.205834,80.707399,2026-05-16T15:57:02+00:00
OUT_09023,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,1,5,590.4,0,2,1770.3,0,6,2146.9,1,3,923.5,0,0,3471.4,0,3,1338.4,0,12,1552.6,7.201396,80.579456,2026-05-16T15:57:02+00:00
OUT_09024,valid,Extra Large,4,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,0,1,2045.4,0,2,2478.2,0,6,1268.3,0,0,4718.5,0,1,1675.4,0,0,3265.0,0,16,1352.2,6.912007,80.65615,2026-05-16T15:57:02+00:00
OUT_09025,valid,Medium,2,Hotel,2,0,1,0,0,0,0,0,Moderate,1,2.3,1,2,832.8,0,0,3896.7,0,2,1205.9,1,1,817.1,0,0,10000.0,0,3,1281.8,0,2,2355.2,6.848459,80.777298,2026-05-16T15:57:02+00:00
OUT_09026,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,1,6,429.2,0,1,2317.2,0,4,1526.5,0,2,2265.0,0,0,5815.5,0,3,2365.4,1,8,707.7,6.86759,80.570969,2026-05-16T15:57:02+00:00
OUT_09027,valid,Small,1,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,0,5,1446.3,0,0,3122.7,0,1,1535.7,0,1,2063.4,0,2,2119.5,0,0,3045.7,2,16,378.8,6.861018,80.61908,2026-05-16T15:57:02+00:00
OUT_09028,valid,Medium,2,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,5,1083.3,0,0,3070.2,1,8,785.4,0,3,2508.1,0,1,2798.9,0,4,1076.8,1,9,289.0,7.350562,80.545929,2026-05-16T15:57:02+00:00
OUT_09029,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,0,10,1284.9,1,2,977.6,1,11,686.3,1,2,711.1,0,1,1827.5,0,4,1512.6,0,22,1011.3,7.474515,80.517523,2026-05-16T15:57:02+00:00
OUT_09030,valid,Small,1,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,1,10,403.7,0,1,2686.5,1,8,975.5,0,0,3363.5,1,1,176.4,2,9,180.3,0,14,1225.4,7.016853,80.552839,2026-05-16T15:57:02+00:00
OUT_09031,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,2,8,490.0,0,1,1600.1,0,2,1720.1,0,0,4551.9,0,0,4960.8,0,3,2136.4,0,11,1400.1,6.908429,80.568536,2026-05-16T15:57:02+00:00
OUT_09032,valid,Medium,2,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,1,4,975.1,1,5,494.5,1,9,462.4,0,3,1616.9,0,2,2499.9,1,4,197.4,2,17,569.9,7.245769,80.544801,2026-05-16T15:57:02+00:00
OUT_09033,valid,Small,1,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,1,2,673.7,0,0,3300.8,1,3,817.2,0,0,3775.7,0,1,2735.0,0,3,1236.1,1,13,473.6,6.874315,80.646411,2026-05-16T15:57:02+00:00
OUT_09034,valid,Medium,2,Kiosk,1,0,0,0,1,0,0,0,Moderate,1,2.3,0,7,1723.0,0,0,3944.3,0,2,2556.7,0,2,1605.8,0,0,4621.3,1,3,915.2,0,6,1482.0,7.442748,80.714257,2026-05-16T15:57:02+00:00
OUT_09035,valid,Medium,2,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,7,1222.7,0,0,3188.4,0,5,2116.1,0,0,3300.8,0,0,3739.1,0,2,1904.2,1,9,762.1,7.150191,80.580956,2026-05-16T15:57:02+00:00
OUT_09036,valid,Extra Large,4,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,0,5,1013.9,0,1,1389.1,2,4,540.6,0,1,2131.2,0,0,3578.3,0,2,2493.1,0,8,1998.1,7.240734,80.780425,2026-05-16T15:57:02+00:00
OUT_09037,valid,Small,1,SMMT,1,0,0,0,0,0,0,1,Moderate,1,2.3,0,1,2098.1,0,1,2812.9,0,1,1392.7,1,1,371.4,0,0,3632.8,1,3,347.9,1,12,840.8,7.175928,80.56387,2026-05-16T15:57:02+00:00
OUT_09038,valid,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,1,9,798.1,1,6,726.0,0,12,1172.2,1,4,709.5,0,1,2462.7,1,2,955.0,1,12,358.8,7.306751,80.56378,2026-05-16T15:57:02+00:00
OUT_09039,valid,Large,3,Bakery,4,0,0,0,0,0,1,0,Moderate,1,2.3,0,1,1557.0,0,0,3310.1,0,1,2161.7,0,0,3510.7,1,1,954.5,0,0,3671.0,0,4,1265.0,6.858371,80.683425,2026-05-16T15:57:02+00:00
OUT_09040,valid,,0,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,0,4,1236.8,0,4,1087.4,0,3,1492.7,0,1,2463.0,1,1,972.8,0,4,1007.0,1,17,982.9,7.087947,80.542459,2026-05-16T15:57:02+00:00
OUT_09041,valid,Medium,2,Grocery,1,1,0,0,0,0,0,0,Moderate,1,2.3,0,3,1788.2,0,0,3644.6,1,10,531.0,0,1,2768.0,0,1,1918.9,0,5,2680.5,2,15,230.7,7.43008,80.586619,2026-05-16T15:57:02+00:00
OUT_09042,valid,Large,3,SMMT,3,0,0,0,0,0,0,1,Moderate,1,2.3,1,4,877.6,1,3,923.9,0,5,1102.7,0,2,1288.6,0,0,5671.7,0,1,1955.5,1,12,900.5,7.119558,80.746475,2026-05-16T15:57:02+00:00
OUT_09043,valid,Large,3,Hotel,4,0,1,0,0,0,0,0,Moderate,1,2.3,1,5,812.6,1,4,865.1,1,12,496.2,0,2,2742.9,0,2,1973.6,0,6,1203.9,4,16,625.8,7.233593,80.542332,2026-05-16T15:57:02+00:00
OUT_09044,valid,Medium,2,Hotel,2,0,1,0,0,0,0,0,Moderate,1,2.3,2,7,630.7,0,1,2087.6,0,6,1242.4,0,1,2060.0,0,0,5991.6,0,3,1827.9,0,5,1253.1,6.909771,80.761614,2026-05-16T15:57:02+00:00
OUT_09045,swapped_fixed,Medium,2,Eatery,2,0,0,0,0,1,0,0,Moderate,1,2.3,1,5,742.0,0,0,4256.4,1,2,932.1,0,4,1790.0,0,0,4166.9,0,2,2240.6,1,8,727.3,6.97079,80.772614,2026-05-16T15:57:02+00:00
OUT_09046,valid,Small,1,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,2,7,462.6,0,1,2967.1,0,4,1580.2,1,2,929.9,0,1,2024.8,0,1,2818.8,1,6,850.2,6.934875,80.731415,2026-05-16T15:57:02+00:00
OUT_09047,valid,Large,3,Kiosk,5,0,0,0,1,0,0,0,Moderate,1,2.3,0,11,1159.2,1,2,782.8,0,5,1338.8,0,1,2072.0,0,0,4036.2,0,4,1639.2,3,18,320.8,7.421874,80.51031,2026-05-16T15:57:02+00:00
OUT_09048,valid,Large,3,Grocery,4,1,0,0,0,0,0,0,Moderate,1,2.3,1,6,646.5,0,1,2157.6,1,4,414.0,0,2,1519.3,0,1,2470.4,0,2,2761.0,1,12,333.3,7.118586,80.538278,2026-05-16T15:57:02+00:00
OUT_09049,valid,Small,1,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,0,3,1125.4,0,2,1353.1,0,4,1857.3,0,1,2880.0,2,2,646.1,0,2,2556.8,4,17,352.4,7.285966,80.641595,2026-05-16T15:57:02+00:00
OUT_09050,valid,Large,3,Hotel,2,0,1,0,0,0,0,0,Moderate,1,2.3,0,5,1503.7,1,2,784.0,1,2,827.6,0,1,2597.0,0,0,7222.9,0,1,1756.4,0,8,1030.1,7.474951,80.704151,2026-05-16T15:57:02+00:00
OUT_09051,valid,Large,3,Bakery,2,0,0,0,0,0,1,0,Moderate,1,2.3,2,9,195.1,0,1,1264.4,2,9,505.9,0,0,4537.3,0,1,1890.4,0,9,1754.0,4,14,121.4,7.03117,80.546916,2026-05-16T15:57:02+00:00
OUT_09052,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,0,4,2152.5,0,0,3300.1,0,4,1371.7,0,1,1896.8,0,0,3267.7,0,1,2856.0,2,11,633.2,7.119057,80.508822,2026-05-16T15:57:02+00:00
OUT_09053,valid,Medium,2,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,0,6,1982.4,0,1,1870.0,1,7,946.0,0,2,1923.7,0,1,1029.2,0,5,1056.9,0,9,1654.9,7.185459,80.763882,2026-05-16T15:57:02+00:00
OUT_09054,valid,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,0,8,1239.7,0,1,1669.4,0,4,1351.8,0,1,2741.4,0,0,4581.2,1,3,913.1,5,22,820.2,7.430787,80.509149,2026-05-16T15:57:02+00:00
OUT_09055,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,1,6,847.3,0,7,1263.0,0,11,1131.1,0,2,1423.5,1,1,626.6,0,3,1572.2,0,10,1320.6,7.22435,80.560008,2026-05-16T15:57:02+00:00
OUT_09056,valid,Medium,2,Eatery,2,0,0,0,0,1,0,0,Moderate,1,2.3,0,7,1293.4,0,1,1824.8,0,4,1401.7,0,0,3061.7,0,1,1936.1,1,3,668.2,0,13,1189.8,7.39548,80.687524,2026-05-16T15:57:02+00:00
OUT_09057,valid,Medium,2,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,0,1,1273.8,0,0,3764.4,1,4,837.7,0,2,2333.3,0,2,2463.4,0,1,2139.7,1,11,931.8,7.207532,80.791588,2026-05-16T15:57:02+00:00
OUT_09058,valid,Large,3,SMMT,2,0,0,0,0,0,0,1,Moderate,1,2.3,2,4,516.1,0,0,3687.2,0,7,1053.4,2,2,696.2,0,1,1049.2,0,0,3000.1,1,15,794.0,7.176909,80.606118,2026-05-16T15:57:02+00:00
OUT_09059,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,0,6,1467.2,0,1,2202.1,1,3,938.7,0,1,1539.2,0,1,2554.3,0,1,2234.6,1,14,287.0,7.00855,80.618684,2026-05-16T15:57:02+00:00
OUT_09060,valid,Small,1,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,2,2066.0,0,2,2288.6,0,3,2176.0,0,0,5230.8,0,2,2382.7,1,5,188.6,0,12,1088.3,7.252927,80.717274,2026-05-16T15:57:02+00:00
OUT_09061,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,1,5,814.9,0,0,3309.9,2,8,636.5,0,1,2984.4,0,3,1433.3,0,3,1461.1,2,13,983.8,7.180799,80.631576,2026-05-16T15:57:02+00:00
OUT_09062,valid,Small,1,Kiosk,1,0,0,0,1,0,0,0,Moderate,1,2.3,0,1,1524.3,0,0,3917.5,0,1,2342.7,0,0,3676.1,0,0,6987.6,0,2,2612.3,0,5,1872.1,6.882684,80.797226,2026-05-16T15:57:02+00:00
OUT_09063,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,1,3,644.2,0,3,1516.9,0,1,2417.6,0,2,2216.2,0,1,2503.3,0,4,1564.2,0,8,1003.6,7.095447,80.786894,2026-05-16T15:57:02+00:00
OUT_09064,valid,Large,3,Eatery,3,0,0,0,0,1,0,0,Moderate,1,2.3,0,7,1556.0,0,2,1763.8,0,4,2290.5,0,2,1534.3,0,0,5224.8,1,2,847.3,0,8,1169.5,7.199433,80.722185,2026-05-16T15:57:02+00:00
OUT_09065,valid,Medium,2,Grocery,1,1,0,0,0,0,0,0,Moderate,1,2.3,1,8,867.2,0,2,1393.7,2,4,286.3,0,1,2388.9,1,2,268.0,0,2,1744.7,3,13,377.9,7.376075,80.687553,2026-05-16T15:57:02+00:00
OUT_09066,valid,Small,1,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,1,8,870.6,0,2,2198.3,0,6,2028.0,1,4,495.3,0,5,1283.8,1,7,893.8,2,9,600.1,7.374311,80.578739,2026-05-16T15:57:02+00:00
OUT_09067,valid,Small,1,SMMT,1,0,0,0,0,0,0,1,Moderate,1,2.3,0,5,1053.8,0,0,3672.9,2,5,621.9,0,2,2015.8,1,2,586.9,1,3,489.4,1,10,262.8,7.001108,80.588776,2026-05-16T15:57:02+00:00
OUT_09068,valid,Large,3,Eatery,4,0,0,0,0,1,0,0,Moderate,1,2.3,1,6,893.0,0,1,2394.9,0,4,1869.8,0,2,1400.6,0,1,1465.7,0,1,1666.1,2,13,617.2,7.340694,80.755841,2026-05-16T15:57:02+00:00
OUT_09069,valid,Medium,2,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,0,9,1538.0,1,1,556.2,2,10,291.4,0,1,1401.7,0,1,1252.1,0,4,1088.0,4,21,259.7,7.476334,80.528205,2026-05-16T15:57:02+00:00
OUT_09070,valid,Large,3,Bakery,3,0,0,0,0,0,1,0,Moderate,1,2.3,1,4,952.5,0,2,2139.2,0,5,1113.3,0,0,4018.0,0,1,1772.7,0,1,2105.7,0,6,1541.3,7.031555,80.777775,2026-05-16T15:57:02+00:00
OUT_09071,valid,Large,3,SMMT,4,0,0,0,0,0,0,1,Moderate,1,2.3,1,5,971.3,0,0,4283.4,1,2,729.2,0,3,1994.4,0,0,3960.9,0,2,2030.6,1,8,484.6,6.97358,80.772938,2026-05-16T15:57:02+00:00
OUT_09072,valid,Extra Large,4,Bakery,3,0,0,0,0,0,1,0,Moderate,1,2.3,1,6,586.0,0,3,1143.2,0,5,1096.4,0,0,4066.8,0,0,4159.1,1,3,995.3,0,5,1885.1,7.222934,80.734869,2026-05-16T15:57:02+00:00
OUT_09073,valid,Medium,2,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,0,5,1812.1,0,0,4014.3,0,3,1902.6,0,1,2061.3,0,0,8491.0,0,3,1849.7,0,2,2515.5,6.846595,80.759781,2026-05-16T15:57:02+00:00
OUT_09074,valid,Large,3,Grocery,5,1,0,0,0,0,0,0,Moderate,1,2.3,0,3,1611.9,0,1,2439.2,0,3,1410.9,0,0,3083.5,0,0,4977.0,0,2,1878.4,0,13,1133.9,7.070123,80.60765,2026-05-16T15:57:02+00:00
OUT_09075,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,1,4,828.6,0,1,1501.4,1,5,967.1,0,2,1391.8,0,0,4867.6,1,2,959.3,0,7,1048.7,7.169987,80.689587,2026-05-16T15:57:02+00:00
OUT_09076,valid,Medium,2,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,1,7,422.4,0,0,4347.9,1,5,729.6,0,1,1461.9,0,0,4451.7,0,2,1015.6,0,3,1511.3,7.267295,80.797483,2026-05-16T15:57:02+00:00
OUT_09077,valid,Small,1,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,1,6,227.8,0,3,1117.2,0,3,1880.3,0,0,3341.2,0,1,1031.0,0,0,4316.6,2,12,842.4,7.103743,80.702449,2026-05-16T15:57:02+00:00
OUT_09078,valid,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,0,5,1137.5,0,0,4015.8,1,8,541.6,0,1,2629.5,0,0,3729.0,1,4,122.8,2,13,465.5,7.355599,80.53764,2026-05-16T15:57:02+00:00
OUT_09079,valid,Medium,2,Kiosk,1,0,0,0,1,0,0,0,Moderate,1,2.3,0,7,1357.0,0,2,1452.1,1,8,897.8,0,1,2082.5,0,1,1938.6,0,2,2673.5,1,18,119.8,7.200935,80.502423,2026-05-16T15:57:02+00:00
OUT_09080,valid,Small,1,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,0,3,1106.5,1,1,851.5,1,3,356.6,0,1,1404.4,0,0,7653.4,1,3,356.9,2,10,709.4,6.888414,80.753141,2026-05-16T15:57:02+00:00
OUT_09081,valid,Large,3,Eatery,2,0,0,0,0,1,0,0,Moderate,1,2.3,0,4,2136.8,1,2,684.2,0,4,2186.2,0,1,2555.6,0,1,1219.1,1,1,457.4,2,17,522.2,7.094186,80.530906,2026-05-16T15:57:02+00:00
